"nameSp","nameSp_checked"
"Lithophyllon scabra","Lithophyllon scabra"
"Lithophyllon spinifer","Lithophyllon spinifer"
"Lithophyllon undulatum","Lithophyllon undulatum"
"Lobophyllia dentata","Lobophyllia dentata"
"Lobophyllia diminuta","Lobophyllia diminuta"
"Lobophyllia serrata","Lobophyllia serrata"
"Madracis asanoi","Madracis asanoi"
"Madracis asperula","Madracis asperula"
"Madracis kirbyi","Madracis kirbyi"
"Merulina scheeri","Merulina scheeri"
"Merulina triangularis","Merulina triangularis"
"Micromussa amakusensis","Micromussa amakusensis"
"Micromussa diminuta","Goniopora diminuta"
"Micromussa lordhowensis","Micromussa lordhowensis"
"Micromussa minuta","Acanthastrea minuta"
"Micromussa multipunctata","Micromussa multipunctata"
"Montigyra kenti","Montigyra kenti"
"Montipora altasepta","Montipora altasepta"
"Montipora angulata","Montipora angulata"
"Montipora aspergillus","Montipora aspergillus"
"Montipora australiensis","Montipora australiensis"
"Montipora cactus","Montipora cactus"
"Montipora calcarea","Montipora calcarea"
"Montipora capricornis","Montipora capricornis"
"Montipora cebuensis","Montipora cebuensis"
"Montipora circumvallata","Montipora circumvallata"
"Montipora cocosensis","Montipora cocosensis"
"Montipora confusa","Montipora confusa"
"Montipora corbettensis","Montipora corbettensis"
"Montipora cryptus","Montipora cryptus"
"Montipora delicatula","Montipora delicatula"
"Montipora efflorescens","Montipora efflorescens"
"Montipora effusa","Montipora effusa"
"Montipora florida","Montipora florida"
"Montipora floweri","Montipora floweri"
"Montipora friabilis","Montipora friabilis"
"Montipora gaimardi","Montipora gaimardi"
"Montipora hemispherica","Montipora hemispherica"
"Montipora hirsuta","Montipora hirsuta"
"Montipora hodgsoni","Montipora hodgsoni"
"Montipora incrassata","Montipora incrassata"
"Montipora kellyi","Montipora kellyi"
"Montipora lobulata","Montipora lobulata"
"Montipora mactanensis","Montipora mactanensis"
"Montipora malampaya","Montipora malampaya"
"Montipora meandrina","Montipora meandrina"
"Montipora millepora","Montipora millepora"
"Montipora niugini","Montipora niugini"
"Montipora nodosa","Montipora nodosa"
"Montipora orientalis","Montipora orientalis"
"Montipora pachytuberculata","Montipora pachytuberculata"
"Montipora palawanensis","Montipora palawanensis"
"Montipora porites","Montipora porites"
"Montipora samarensis","Montipora samarensis"
"Montipora saudii","Montipora saudii"
"Montipora setosa","Montipora setosa"
"Montipora spongiosa","Montipora spongiosa"
"Montipora spumosa","Montipora spumosa"
"Montipora stellata","Montipora stellata"
"Montipora stilosa","Montipora stilosa"
"Montipora taiwanensis","Montipora taiwanensis"
"Montipora turtlensis","Montipora turtlensis"
"Montipora verrilli","Montipora verrilli"
"Montipora verruculosa","Montipora verruculosa"
"Montipora vietnamensis","Montipora vietnamensis"
"Moseleya latistellata","Moseleya latistellata"
"Mussismilia braziliensis","Mussismilia braziliensis"
"Mussismilia harttii","Mussismilia harttii"
"Mussismilia hispida","Mussismilia hispida"
"Mycedium mancaoi","Mycedium mancaoi"
"Mycedium robokaki","Mycedium robokaki"
"Mycedium steeni","Mycedium steeni"
"Mycedium umbra","Mycedium umbra"
"Nemenzophyllia turbida","Nemenzophyllia turbida"
"Oculina patagonica","Oculina patagonica"
"Oculina robusta","Oculina robusta"
"Oulastrea crispata","Oulastrea crispata"
"Oulophyllia bennettae","Oulophyllia bennettae"
"Oulophyllia levis","Oulophyllia levis"
"Oxypora convoluta","Oxypora convoluta"
"Oxypora crassispinosa","Oxypora crassispinosa"
"Oxypora egyptensis","Oxypora egyptensis"
"Oxypora glabra","Oxypora glabra"
"Pachyseris foliosa","Pachyseris foliosa"
"Pachyseris involuta","Pachyseris involuta"
"Paragoniastrea australensis","Paragoniastrea australensis"
"Paragoniastrea deformis","Paragoniastrea deformis"
"Paragoniastrea russelli","Paragoniastrea russelli"
"Paramontastraea peresi","Paramontastraea peresi"
"Paramontastraea salebrosa","Paramontastraea salebrosa"
"Paramontastraea serageldini","Paramontastraea serageldini"
"Parascolymia rowleyensis","Lobophyllia rowleyensis"
"Parascolymia vitiensis","Lobophyllia vitiensis"
"Pavona bipartita","Pavona bipartita"
"Pavona diffluens","Pavona diffluens"
"Pectinia africanus","Pectinia africana"
"Pectinia elongata","Pectinia elongata"
"Pectinia maxima","Pectinia maxima"
"Pectinia pygmaeus","Pectinia pygmaea"
"Pectinia teres","Pectinia teres"
"Physophyllia ayleni","Physophyllia ayleni"
"Platygyra carnosus","Platygyra carnosa"
"Platygyra contorta","Platygyra contorta"
"Platygyra crosslandi","Platygyra crosslandi"
"Plerogyra discus","Plerogyra discus"
"Plerogyra simplex","Plerogyra simplex"
"Pleuractis granulosa","Pleuractis granulosa"
"Pleuractis moluccensis","Pleuractis moluccensis"
"Pleuractis seychellensis","Pleuractis seychellensis"
"Pleuractis taiwanensis","Pleuractis taiwanensis"
"Pocillopora ankeli","Pocillopora ankeli"
"Pocillopora effusa","Pocillopora effusa"
"Pocillopora fungiformis","Pocillopora fungiformis"
"Pocillopora indiania","Pocillopora indiania"
"Pocillopora kelleheri","Pocillopora kelleheri"
"Pocillopora ligulata","Pocillopora ligulata"
"Pocillopora molokensis","Pocillopora molokensis"
"Pocillopora woodjonesi","Pocillopora woodjonesi"
"Pocillopora zelli","Pocillopora zelli"
"Podabacia lankaensis","Podabacia lankaensis"
"Podabacia motuporensis","Podabacia motuporensis"
"Podabacia sinai","Podabacia sinai"
"Polyphyllia novaehiberniae","Polyphyllia novaehiberniae"
"Polyphyllia talpina","Polyphyllia talpina"
"Porites arnaudi","Porites arnaudi"
"Porites bernardi","Porites bernardi"
"Porites brighami","Porites brighami"
"Porites cocosensis","Porites cocosensis"
"Porites columnaris","Porites columnaris"
"Porites deformis","Porites deformis"
"Porites densa","Porites densa"
"Porites desilveri","Porites desilveri"
"Porites echinulata","Porites echinulata"
"Porites eridani","Porites lichen"
"Porites flavus","Porites flavus"
"Porites latistella","Porites latistellata"
"Porites murrayensis","Porites murrayensis"
"Porites myrmidonensis","Porites myrmidonensis"
"Porites napopora","Porites napopora"
"Porites negrosensis","Porites negrosensis"
"Porites nodifera","Porites nodifera"
"Porites okinawensis","Porites okinawensis"
"Porites ornata","Porites ornata"
"Porites profundus","Porites profundus"
"Porites rugosa","Porites rugosus"
"Porites sillimaniani","Porites sillimaniani"
"Porites somaliensis","Porites somaliensis"
"Porites tuberculosa","Porites tuberculosus"
"Psammocora haimiana","Psammocora haimiana"
"Psammocora profundacella","Psammocora profundacella"
"Psammocora verrilli","Psammocora nierstraszi"
"Pseudodiploria clivosa","Pseudodiploria clivosa"
"Pseudodiploria strigosa","Pseudodiploria strigosa"
"Pseudosiderastrea tayamai","Pseudosiderastrea tayamai"
"Sandalolitha dentata","Sandalolitha dentata"
"Schizoculina africana","Schizoculina africana"
"Schizoculina fissipara","Schizoculina fissipara"
"Sclerophyllia maxima","Sclerophyllia maxima"
"Seriatopora aculeata","Seriatopora aculeata"
"Seriatopora dentritica","Seriatopora dentritica"
"Seriatopora guttata","Seriatopora guttata"
"Seriatopora stellata","Seriatopora stellata"
"Siderastrea glynni","Siderastrea siderea"
"Simplastrea vesicularis","Simplastrea vesicularis"
"Solenastrea hyades","Solenastrea hyades"
"Stylaraea punctata","Stylaraea punctata"
"Stylocoeniella armata","Stylocoeniella armata"
"Stylocoeniella cocosensis","Stylocoeniella cocosensis"
"Stylocoeniella guentheri","Stylocoeniella guentheri"
"Stylophora danae","Stylophora danae"
"Stylophora kuehlmanni","Stylophora kuehlmanni"
"Stylophora madagascarensis","Stylophora madagascarensis"
"Stylophora mamillata","Stylophora mamillata"
"Stylophora wellsi","Stylophora wellsi"
"Symphyllia erythraea","Lobophyllia erythraea"
"Symphyllia hassi","Lobophyllia hassi"
"Symphyllia valenciennesii","Lobophyllia valenciennesii"
"Trachyphyllia geoffroyi","Trachyphyllia geoffroyi"
"Turbinaria conspicua","Turbinaria conspicua"
"Turbinaria frondens","Turbinaria frondens"
"Turbinaria heronensis","Turbinaria heronensis"
"Turbinaria irregularis","Turbinaria irregularis"
"Turbinaria patula","Turbinaria patula"
"Turbinaria radicalis","Turbinaria radicalis"
"Turbinaria stellulata","Turbinaria stellulata"
"Zoopilus echinatus","Zoopilus echinatus"
